Wavelength,Reflectance
2500,0.430752212
500,0.428318584
2500,0.428318584
500,0.425884956
2500,0.425884956
500,0.423451327
2500,0.423451327
500,0.421017699
2500,0.421017699
500,0.418584071
2500,0.418584071
500,0.416150442
2500,0.416150442
500,0.413716814
2500,0.413716814
500,0.411283186
2500,0.411283186
500,0.408849558
2500,0.408849558
500,0.406415929
2500,0.406415929
500,0.403982301
2500,0.403982301
500,0.401548673
2500,0.401548673
500,0.399115044
2500,0.399115044
500,0.396681416
2500,0.396681416
500,0.394247788
2500,0.394247788
500,0.391814159
2500,0.391814159
500,0.389380531
2500,0.389380531
500,0.386946903
2500,0.386946903
500,0.384513274
2500,0.384513274
500,0.382079646
2500,0.382079646
500,0.379646018
2500,0.379646018
500,0.377212389
2500,0.377212389
500,0.374778761
2500,0.374778761
500,0.372345133
2500,0.372345133
500,0.369911504
2500,0.369911504
500,0.367477876
2500,0.367477876
500,0.365044248
2500,0.365044248
500,0.362610619
2500,0.362610619
500,0.360176991
2500,0.360176991
500,0.357743363
2500,0.357743363
500,0.355309735
2500,0.355309735
500,0.352876106
2500,0.352876106
500,0.350442478
2500,0.350442478
500,0.34800885
2500,0.34800885
500,0.345575221
2500,0.345575221
500,0.343141593
2500,0.343141593
500,0.340707965
2500,0.340707965
500,0.338274336
2500,0.338274336
500,0.335840708
2500,0.335840708
500,0.33340708
2500,0.33340708
500,0.330973451
2500,0.330973451
500,0.328539823
2500,0.328539823
500,0.326106195
2500,0.326106195
500,0.323672566
2500,0.323672566
500,0.321238938
2500,0.321238938
500,0.31880531
2500,0.31880531
500,0.316371681
2500,0.316371681
500,0.313938053
2500,0.313938053
506.6666667,0.311504425
2500,0.311504425
500,0.309070796
2500,0.309070796
500,0.306637168
2500,0.306637168
500,0.30420354
2500,0.30420354
500,0.301769912
2500,0.301769912
500,0.299336283
2500,0.299336283
500,0.296902655
2500,0.296902655
500,0.294469027
2500,0.294469027
500,0.292035398
2500,0.292035398
500,0.28960177
2500,0.28960177
500,0.287168142
2500,0.287168142
500,0.284734513
2500,0.284734513
500,0.282300885
2500,0.282300885
500,0.279867257
2500,0.279867257
500,0.277433628
2500,0.277433628
500,0.275
2500,0.275
500,0.272566372
2500,0.272566372
500,0.270132743
2500,0.270132743
500,0.267699115
2500,0.267699115
500,0.265265487
2500,0.265265487
500,0.262831858
2500,0.262831858
500,0.26039823
2500,0.26039823
500,0.257964602
2500,0.257964602
500,0.255530973
2500,0.255530973
500,0.253097345
2500,0.253097345
500,0.250663717
2500,0.250663717
500,0.248230088
2500,0.248230088
500,0.24579646
2500,0.24579646
500,0.243362832
2500,0.243362832
500,0.240929204
2500,0.240929204
500,0.238495575
2500,0.238495575
500,0.236061947
2500,0.236061947
500,0.233628319
2500,0.233628319
500,0.23119469
2500,0.23119469
500,0.228761062
2500,0.228761062
500,0.226327434
2500,0.226327434
500,0.223893805
2500,0.223893805
500,0.221460177
2500,0.221460177
500,0.219026549
2500,0.219026549
500,0.21659292
2500,0.21659292
500,0.214159292
2500,0.214159292
500,0.211725664
2500,0.211725664
500,0.209292035
2500,0.209292035
500,0.206858407
2500,0.206858407
500,0.204424779
2500,0.204424779
500,0.20199115
2500,0.20199115
500,0.199557522
2500,0.199557522
500,0.197123894
2500,0.197123894
500,0.194690265
2500,0.194690265
500,0.192256637
2500,0.192256637
500,0.189823009
2500,0.189823009
500,0.187389381
2500,0.187389381
500,0.184955752
2500,0.184955752
500,0.182522124
2500,0.182522124
500,0.180088496
2500,0.180088496
500,0.177654867
2500,0.177654867
500,0.175221239
2500,0.175221239
500,0.172787611
2500,0.172787611
500,0.170353982
2500,0.170353982
500,0.167920354
2500,0.167920354
500,0.165486726
2500,0.165486726
500,0.163053097
2500,0.163053097
500,0.160619469
2500,0.160619469
500,0.158185841
2500,0.158185841
500,0.155752212
2500,0.155752212
500,0.153318584
2500,0.153318584
500,0.150884956
2500,0.150884956
500,0.148451327
2500,0.148451327
500,0.146017699
2500,0.146017699
500,0.143584071
2500,0.143584071
500,0.141150442
2500,0.141150442
500,0.138716814
2500,0.138716814
500,0.136283186
2500,0.136283186
500,0.133849558
2500,0.133849558
500,0.131415929
2500,0.131415929
500,0.128982301
2500,0.128982301
500,0.126548673
2500,0.126548673
500,0.124115044
2500,0.124115044
500,0.121681416
2500,0.121681416
500,0.119247788
2500,0.119247788
500,0.116814159
2500,0.116814159
500,0.114380531
2500,0.114380531
500,0.111946903
2500,0.111946903
500,0.109513274
2500,0.109513274
500,0.107079646
2500,0.107079646
500,0.104646018
2500,0.104646018
500,0.102212389
2500,0.102212389
500,0.099778761
2500,0.099778761
500,0.097345133
2500,0.097345133
500,0.094911504
2500,0.094911504
500,0.092477876
2500,0.092477876
500,0.090044248
2500,0.090044248
500,0.087610619
2500,0.087610619
500,0.085176991
2500,0.085176991
500,0.082743363
2500,0.082743363
500,0.080309735
2500,0.080309735
500,0.077876106
2500,0.077876106
500,0.075442478
2500,0.075442478
500,0.07300885
2500,0.07300885
500,0.070575221
2500,0.070575221
500,0.068141593
2500,0.068141593
500,0.065707965
2500,0.065707965
500,0.063274336
2500,0.063274336
500,0.060840708
2500,0.060840708
500,0.05840708
2500,0.05840708
500,0.055973451
2500,0.055973451
500,0.053539823
2500,0.053539823
500,0.051106195
2500,0.051106195
500,0.048672566
2500,0.048672566
500,0.046238938
2500,0.046238938
500,0.04380531
2500,0.04380531
500,0.041371681
2500,0.041371681
500,0.038938053
2500,0.038938053
500,0.036504425
2500,0.036504425
500,0.034070796
2500,0.034070796
500,0.031637168
2500,0.031637168
500,0.02920354
2500,0.02920354
500,0.026769912
2500,0.026769912
500,0.024336283
2500,0.024336283
500,0.021902655
2500,0.021902655
500,0.019469027
2500,0.019469027
500,0.017035398
2500,0.017035398
500,0.01460177
2500,0.01460177
500,0.012168142
2500,0.012168142
500,0.009734513
2500,0.009734513
500,0.007300885
2500,0.007300885
500,0.004867257
2500,0.004867257
500,0.002433628
1640,0.002433628
2500,0.002433628
500,0
506.6666667,0
513.3333333,0
520,0
526.6666667,0
533.3333333,0
540,0
546.6666667,0
553.3333333,0
560,0
566.6666667,0
573.3333333,0
580,0
586.6666667,0
593.3333333,0
600,0
606.6666667,0
613.3333333,0
620,0
626.6666667,0
633.3333333,0
640,0
646.6666667,0
653.3333333,0
660,0
666.6666667,0
673.3333333,0
680,0
686.6666667,0
693.3333333,0
700,0
706.6666667,0
713.3333333,0
720,0
726.6666667,0
733.3333333,0
740,0
746.6666667,0
753.3333333,0
760,0
766.6666667,0
773.3333333,0
780,0
786.6666667,0
793.3333333,0
800,0
806.6666667,0
813.3333333,0
820,0
826.6666667,0
833.3333333,0
840,0
846.6666667,0
853.3333333,0
860,0
866.6666667,0
873.3333333,0
880,0
886.6666667,0
893.3333333,0
900,0
906.6666667,0
913.3333333,0
920,0
926.6666667,0
933.3333333,0
940,0
946.6666667,0
953.3333333,0
960,0
966.6666667,0
973.3333333,0
980,0
986.6666667,0
993.3333333,0
1000,0
1006.666667,0
1013.333333,0
1020,0
1026.666667,0
1033.333333,0
1040,0
1046.666667,0
1053.333333,0
1060,0
1066.666667,0
1073.333333,0
1080,0
1086.666667,0
1093.333333,0
1100,0
1106.666667,0
1113.333333,0
1120,0
1126.666667,0
1133.333333,0
1140,0
1146.666667,0
1153.333333,0
1160,0
1166.666667,0
1173.333333,0
1180,0
1186.666667,0
1193.333333,0
1200,0
1206.666667,0
1213.333333,0
1220,0
1226.666667,0
1233.333333,0
1240,0
1246.666667,0
1253.333333,0
1260,0
1266.666667,0
1273.333333,0
1280,0
1286.666667,0
1293.333333,0
1300,0
1306.666667,0
1313.333333,0
1320,0
1326.666667,0
1333.333333,0
1340,0
1346.666667,0
1353.333333,0
1360,0
1366.666667,0
1373.333333,0
1380,0
1386.666667,0
1393.333333,0
1400,0
1406.666667,0
1413.333333,0
1420,0
1426.666667,0
1433.333333,0
1440,0
1446.666667,0
1453.333333,0
1460,0
1466.666667,0
1473.333333,0
1480,0
1486.666667,0
1493.333333,0
1500,0
1506.666667,0
1513.333333,0
1520,0
1526.666667,0
1533.333333,0
1540,0
1546.666667,0
1553.333333,0
1560,0
1566.666667,0
1573.333333,0
1580,0
1586.666667,0
1593.333333,0
1600,0
1606.666667,0
1613.333333,0
1620,0
1626.666667,0
1633.333333,0
1646.666667,0
1653.333333,0
1660,0
1666.666667,0
1673.333333,0
1680,0
1686.666667,0
1693.333333,0
1700,0
1706.666667,0
1713.333333,0
1720,0
1726.666667,0
1733.333333,0
1740,0
1746.666667,0
1753.333333,0
1760,0
1766.666667,0
1773.333333,0
1780,0
1786.666667,0
1793.333333,0
1800,0
1806.666667,0
1813.333333,0
1820,0
1826.666667,0
1833.333333,0
1840,0
1846.666667,0
1853.333333,0
1860,0
1866.666667,0
1873.333333,0
1880,0
1886.666667,0
1893.333333,0
1900,0
1906.666667,0
1913.333333,0
1920,0
1926.666667,0
1933.333333,0
1940,0
1946.666667,0
1953.333333,0
1960,0
1966.666667,0
1973.333333,0
1980,0
1986.666667,0
1993.333333,0
2000,0
2006.666667,0
2013.333333,0
2020,0
2026.666667,0
2033.333333,0
2040,0
2046.666667,0
2053.333333,0
2060,0
2066.666667,0
2073.333333,0
2080,0
2086.666667,0
2093.333333,0
2100,0
2106.666667,0
2113.333333,0
2120,0
2126.666667,0
2133.333333,0
2140,0
2146.666667,0
2153.333333,0
2160,0
2166.666667,0
2173.333333,0
2180,0
2186.666667,0
2193.333333,0
2200,0
2206.666667,0
2213.333333,0
2220,0
2226.666667,0
2233.333333,0
2240,0
2246.666667,0
2253.333333,0
2260,0
2266.666667,0
2273.333333,0
2280,0
2286.666667,0
2293.333333,0
2300,0
2306.666667,0
2313.333333,0
2320,0
2326.666667,0
2333.333333,0
2340,0
2346.666667,0
2353.333333,0
2360,0
2366.666667,0
2373.333333,0
2380,0
2386.666667,0
2393.333333,0
2400,0
2406.666667,0
2413.333333,0
2420,0
2426.666667,0
2433.333333,0
2440,0
2446.666667,0
2453.333333,0
2460,0
2466.666667,0
2473.333333,0
2480,0
2486.666667,0
2493.333333,0
2500,0
