Wavelength,Absorptance Reflectance
1269.767442,0.276470588
1274.418605,0.276470588
1279.069767,0.276470588
1283.72093,0.276470588
1288.372093,0.276470588
1293.023256,0.276470588
1297.674419,0.276470588
1302.325581,0.276470588
1306.976744,0.276470588
1311.627907,0.276470588
1316.27907,0.276470588
1320.930233,0.276470588
1325.581395,0.276470588
1330.232558,0.276470588
1334.883721,0.276470588
1339.534884,0.276470588
1344.186047,0.276470588
1348.837209,0.276470588
1353.488372,0.276470588
1358.139535,0.276470588
1362.790698,0.276470588
1367.44186,0.276470588
1372.093023,0.276470588
1376.744186,0.276470588
1381.395349,0.276470588
1386.046512,0.276470588
1390.697674,0.276470588
1395.348837,0.276470588
1400,0.276470588
1404.651163,0.276470588
1409.302326,0.276470588
1413.953488,0.276470588
1418.604651,0.276470588
1423.255814,0.276470588
1427.906977,0.276470588
1432.55814,0.276470588
1437.209302,0.276470588
1441.860465,0.276470588
1446.511628,0.276470588
1451.162791,0.276470588
1455.813953,0.276470588
1460.465116,0.276470588
1465.116279,0.276470588
1469.767442,0.276470588
1474.418605,0.276470588
1479.069767,0.276470588
1483.72093,0.276470588
1488.372093,0.276470588
1493.023256,0.276470588
1497.674419,0.276470588
1502.325581,0.276470588
1506.976744,0.276470588
1511.627907,0.276470588
1516.27907,0.276470588
1520.930233,0.276470588
1525.581395,0.276470588
1530.232558,0.276470588
1534.883721,0.276470588
1539.534884,0.276470588
1544.186047,0.276470588
1548.837209,0.276470588
1553.488372,0.276470588
1558.139535,0.276470588
1562.790698,0.276470588
1567.44186,0.276470588
1572.093023,0.276470588
1576.744186,0.276470588
1581.395349,0.276470588
1586.046512,0.276470588
1590.697674,0.276470588
1595.348837,0.276470588
1600,0.276470588
1604.651163,0.276470588
1609.302326,0.276470588
1613.953488,0.276470588
1618.604651,0.276470588
1623.255814,0.276470588
1627.906977,0.276470588
1632.55814,0.276470588
1637.209302,0.276470588
1641.860465,0.276470588
1646.511628,0.276470588
1651.162791,0.276470588
1655.813953,0.276470588
1660.465116,0.276470588
1665.116279,0.276470588
1669.767442,0.276470588
1674.418605,0.276470588
1679.069767,0.276470588
1683.72093,0.276470588
1688.372093,0.276470588
1693.023256,0.276470588
1697.674419,0.276470588
1702.325581,0.276470588
1706.976744,0.276470588
1711.627907,0.276470588
1716.27907,0.276470588
1720.930233,0.276470588
1725.581395,0.276470588
1730.232558,0.276470588
1734.883721,0.276470588
1739.534884,0.276470588
1744.186047,0.276470588
1748.837209,0.276470588
544.1860465,0.275294118
548.8372093,0.275294118
1753.488372,0.275294118
544.1860465,0.274117647
1758.139535,0.274117647
544.1860465,0.272941176
1753.488372,0.272941176
544.1860465,0.271764706
1753.488372,0.271764706
544.1860465,0.270588235
1753.488372,0.270588235
544.1860465,0.269411765
1753.488372,0.269411765
544.1860465,0.268235294
1753.488372,0.268235294
544.1860465,0.267058824
1753.488372,0.267058824
544.1860465,0.265882353
1753.488372,0.265882353
544.1860465,0.264705882
1753.488372,0.264705882
544.1860465,0.263529412
1753.488372,0.263529412
544.1860465,0.262352941
1753.488372,0.262352941
544.1860465,0.261176471
1753.488372,0.261176471
544.1860465,0.26
1753.488372,0.26
544.1860465,0.258823529
1753.488372,0.258823529
544.1860465,0.257647059
1753.488372,0.257647059
544.1860465,0.256470588
1753.488372,0.256470588
544.1860465,0.255294118
1753.488372,0.255294118
544.1860465,0.254117647
1753.488372,0.254117647
544.1860465,0.252941176
1753.488372,0.252941176
544.1860465,0.251764706
1753.488372,0.251764706
544.1860465,0.250588235
1753.488372,0.250588235
544.1860465,0.249411765
1753.488372,0.249411765
544.1860465,0.248235294
1753.488372,0.248235294
544.1860465,0.247058824
1753.488372,0.247058824
544.1860465,0.245882353
1753.488372,0.245882353
544.1860465,0.244705882
1753.488372,0.244705882
544.1860465,0.243529412
1753.488372,0.243529412
544.1860465,0.242352941
1753.488372,0.242352941
544.1860465,0.241176471
1753.488372,0.241176471
544.1860465,0.24
1753.488372,0.24
544.1860465,0.238823529
1753.488372,0.238823529
544.1860465,0.237647059
1753.488372,0.237647059
544.1860465,0.236470588
1753.488372,0.236470588
544.1860465,0.235294118
1753.488372,0.235294118
544.1860465,0.234117647
1753.488372,0.234117647
544.1860465,0.232941176
1753.488372,0.232941176
544.1860465,0.231764706
1753.488372,0.231764706
544.1860465,0.230588235
1753.488372,0.230588235
544.1860465,0.229411765
1753.488372,0.229411765
544.1860465,0.228235294
1753.488372,0.228235294
544.1860465,0.227058824
1753.488372,0.227058824
544.1860465,0.225882353
1753.488372,0.225882353
544.1860465,0.224705882
1753.488372,0.224705882
544.1860465,0.223529412
1753.488372,0.223529412
544.1860465,0.222352941
1753.488372,0.222352941
544.1860465,0.221176471
1753.488372,0.221176471
544.1860465,0.22
1753.488372,0.22
544.1860465,0.218823529
1753.488372,0.218823529
544.1860465,0.217647059
1753.488372,0.217647059
544.1860465,0.216470588
1753.488372,0.216470588
544.1860465,0.215294118
1753.488372,0.215294118
544.1860465,0.214117647
1753.488372,0.214117647
544.1860465,0.212941176
1753.488372,0.212941176
544.1860465,0.211764706
1753.488372,0.211764706
544.1860465,0.210588235
1753.488372,0.210588235
544.1860465,0.209411765
1753.488372,0.209411765
544.1860465,0.208235294
1753.488372,0.208235294
544.1860465,0.207058824
1753.488372,0.207058824
544.1860465,0.205882353
1753.488372,0.205882353
544.1860465,0.204705882
1753.488372,0.204705882
544.1860465,0.203529412
1753.488372,0.203529412
544.1860465,0.202352941
1753.488372,0.202352941
544.1860465,0.201176471
1753.488372,0.201176471
544.1860465,0.2
1753.488372,0.2
544.1860465,0.198823529
1753.488372,0.198823529
544.1860465,0.197647059
1753.488372,0.197647059
544.1860465,0.196470588
1753.488372,0.196470588
544.1860465,0.195294118
1753.488372,0.195294118
544.1860465,0.194117647
1753.488372,0.194117647
544.1860465,0.192941176
1753.488372,0.192941176
544.1860465,0.191764706
1753.488372,0.191764706
544.1860465,0.190588235
1753.488372,0.190588235
544.1860465,0.189411765
1753.488372,0.189411765
544.1860465,0.188235294
1753.488372,0.188235294
544.1860465,0.187058824
1753.488372,0.187058824
544.1860465,0.185882353
1753.488372,0.185882353
544.1860465,0.184705882
1753.488372,0.184705882
544.1860465,0.183529412
1753.488372,0.183529412
544.1860465,0.182352941
1753.488372,0.182352941
544.1860465,0.181176471
1753.488372,0.181176471
544.1860465,0.18
1753.488372,0.18
544.1860465,0.178823529
1753.488372,0.178823529
544.1860465,0.177647059
1753.488372,0.177647059
544.1860465,0.176470588
1753.488372,0.176470588
544.1860465,0.175294118
1753.488372,0.175294118
544.1860465,0.174117647
1753.488372,0.174117647
544.1860465,0.172941176
1753.488372,0.172941176
544.1860465,0.171764706
1753.488372,0.171764706
544.1860465,0.170588235
1753.488372,0.170588235
544.1860465,0.169411765
1753.488372,0.169411765
544.1860465,0.168235294
1753.488372,0.168235294
544.1860465,0.167058824
1753.488372,0.167058824
544.1860465,0.165882353
1753.488372,0.165882353
544.1860465,0.164705882
1753.488372,0.164705882
544.1860465,0.163529412
1753.488372,0.163529412
544.1860465,0.162352941
1753.488372,0.162352941
544.1860465,0.161176471
1753.488372,0.161176471
544.1860465,0.16
1753.488372,0.16
544.1860465,0.158823529
1753.488372,0.158823529
544.1860465,0.157647059
1753.488372,0.157647059
544.1860465,0.156470588
1753.488372,0.156470588
544.1860465,0.155294118
1753.488372,0.155294118
544.1860465,0.154117647
1753.488372,0.154117647
544.1860465,0.152941176
1753.488372,0.152941176
544.1860465,0.151764706
1753.488372,0.151764706
544.1860465,0.150588235
1753.488372,0.150588235
544.1860465,0.149411765
1753.488372,0.149411765
544.1860465,0.148235294
1753.488372,0.148235294
544.1860465,0.147058824
1753.488372,0.147058824
544.1860465,0.145882353
1753.488372,0.145882353
544.1860465,0.144705882
1753.488372,0.144705882
544.1860465,0.143529412
1753.488372,0.143529412
544.1860465,0.142352941
1753.488372,0.142352941
544.1860465,0.141176471
1753.488372,0.141176471
544.1860465,0.14
1753.488372,0.14
544.1860465,0.138823529
1753.488372,0.138823529
544.1860465,0.137647059
1753.488372,0.137647059
544.1860465,0.136470588
1753.488372,0.136470588
544.1860465,0.135294118
1753.488372,0.135294118
544.1860465,0.134117647
1753.488372,0.134117647
544.1860465,0.132941176
1753.488372,0.132941176
544.1860465,0.131764706
1753.488372,0.131764706
544.1860465,0.130588235
1753.488372,0.130588235
544.1860465,0.129411765
1753.488372,0.129411765
544.1860465,0.128235294
1753.488372,0.128235294
544.1860465,0.127058824
1753.488372,0.127058824
544.1860465,0.125882353
1753.488372,0.125882353
544.1860465,0.124705882
1753.488372,0.124705882
544.1860465,0.123529412
1753.488372,0.123529412
544.1860465,0.122352941
1753.488372,0.122352941
544.1860465,0.121176471
1753.488372,0.121176471
544.1860465,0.12
1753.488372,0.12
544.1860465,0.118823529
1753.488372,0.118823529
544.1860465,0.117647059
1753.488372,0.117647059
544.1860465,0.116470588
1753.488372,0.116470588
544.1860465,0.115294118
1753.488372,0.115294118
544.1860465,0.114117647
1753.488372,0.114117647
544.1860465,0.112941176
1753.488372,0.112941176
544.1860465,0.111764706
1753.488372,0.111764706
544.1860465,0.110588235
1753.488372,0.110588235
544.1860465,0.109411765
1753.488372,0.109411765
544.1860465,0.108235294
1753.488372,0.108235294
544.1860465,0.107058824
1753.488372,0.107058824
544.1860465,0.105882353
1753.488372,0.105882353
544.1860465,0.104705882
1753.488372,0.104705882
544.1860465,0.103529412
1753.488372,0.103529412
544.1860465,0.102352941
1753.488372,0.102352941
544.1860465,0.101176471
1753.488372,0.101176471
544.1860465,0.1
1753.488372,0.1
544.1860465,0.098823529
1753.488372,0.098823529
544.1860465,0.097647059
1753.488372,0.097647059
544.1860465,0.096470588
1753.488372,0.096470588
544.1860465,0.095294118
1753.488372,0.095294118
544.1860465,0.094117647
1753.488372,0.094117647
544.1860465,0.092941176
1753.488372,0.092941176
544.1860465,0.091764706
1753.488372,0.091764706
544.1860465,0.090588235
1753.488372,0.090588235
544.1860465,0.089411765
1753.488372,0.089411765
544.1860465,0.088235294
1753.488372,0.088235294
544.1860465,0.087058824
1753.488372,0.087058824
544.1860465,0.085882353
1753.488372,0.085882353
544.1860465,0.084705882
1753.488372,0.084705882
544.1860465,0.083529412
1753.488372,0.083529412
544.1860465,0.082352941
1753.488372,0.082352941
544.1860465,0.081176471
1753.488372,0.081176471
544.1860465,0.08
1753.488372,0.08
544.1860465,0.078823529
1753.488372,0.078823529
544.1860465,0.077647059
1753.488372,0.077647059
544.1860465,0.076470588
1753.488372,0.076470588
544.1860465,0.075294118
1753.488372,0.075294118
544.1860465,0.074117647
1753.488372,0.074117647
544.1860465,0.072941176
1753.488372,0.072941176
544.1860465,0.071764706
1753.488372,0.071764706
544.1860465,0.070588235
1753.488372,0.070588235
544.1860465,0.069411765
1753.488372,0.069411765
544.1860465,0.068235294
1753.488372,0.068235294
544.1860465,0.067058824
1753.488372,0.067058824
544.1860465,0.065882353
1753.488372,0.065882353
544.1860465,0.064705882
1753.488372,0.064705882
544.1860465,0.063529412
1753.488372,0.063529412
544.1860465,0.062352941
1753.488372,0.062352941
544.1860465,0.061176471
1753.488372,0.061176471
544.1860465,0.06
1753.488372,0.06
544.1860465,0.058823529
1753.488372,0.058823529
544.1860465,0.057647059
1753.488372,0.057647059
544.1860465,0.056470588
1753.488372,0.056470588
544.1860465,0.055294118
1753.488372,0.055294118
544.1860465,0.054117647
1753.488372,0.054117647
544.1860465,0.052941176
1753.488372,0.052941176
544.1860465,0.051764706
1753.488372,0.051764706
544.1860465,0.050588235
1753.488372,0.050588235
544.1860465,0.049411765
1753.488372,0.049411765
544.1860465,0.048235294
1753.488372,0.048235294
544.1860465,0.047058824
1753.488372,0.047058824
544.1860465,0.045882353
1753.488372,0.045882353
544.1860465,0.044705882
1753.488372,0.044705882
544.1860465,0.043529412
1753.488372,0.043529412
544.1860465,0.042352941
1753.488372,0.042352941
544.1860465,0.041176471
1753.488372,0.041176471
544.1860465,0.04
1753.488372,0.04
544.1860465,0.038823529
1753.488372,0.038823529
544.1860465,0.037647059
1753.488372,0.037647059
548.8372093,0.036470588
1753.488372,0.036470588
544.1860465,0.035294118
1753.488372,0.035294118
544.1860465,0.034117647
1753.488372,0.034117647
544.1860465,0.032941176
1753.488372,0.032941176
544.1860465,0.031764706
1753.488372,0.031764706
544.1860465,0.030588235
1753.488372,0.030588235
544.1860465,0.029411765
1753.488372,0.029411765
544.1860465,0.028235294
1753.488372,0.028235294
544.1860465,0.027058824
1753.488372,0.027058824
544.1860465,0.025882353
548.8372093,0.025882353
558.1395349,0.025882353
562.7906977,0.025882353
567.4418605,0.025882353
572.0930233,0.025882353
576.744186,0.025882353
581.3953488,0.025882353
586.0465116,0.025882353
590.6976744,0.025882353
595.3488372,0.025882353
600,0.025882353
604.6511628,0.025882353
609.3023256,0.025882353
613.9534884,0.025882353
618.6046512,0.025882353
623.255814,0.025882353
627.9069767,0.025882353
632.5581395,0.025882353
637.2093023,0.025882353
641.8604651,0.025882353
646.5116279,0.025882353
651.1627907,0.025882353
655.8139535,0.025882353
660.4651163,0.025882353
665.1162791,0.025882353
669.7674419,0.025882353
674.4186047,0.025882353
679.0697674,0.025882353
683.7209302,0.025882353
688.372093,0.025882353
693.0232558,0.025882353
697.6744186,0.025882353
702.3255814,0.025882353
706.9767442,0.025882353
711.627907,0.025882353
716.2790698,0.025882353
720.9302326,0.025882353
725.5813953,0.025882353
730.2325581,0.025882353
734.8837209,0.025882353
739.5348837,0.025882353
744.1860465,0.025882353
748.8372093,0.025882353
753.4883721,0.025882353
758.1395349,0.025882353
762.7906977,0.025882353
767.4418605,0.025882353
772.0930233,0.025882353
776.744186,0.025882353
781.3953488,0.025882353
786.0465116,0.025882353
790.6976744,0.025882353
795.3488372,0.025882353
800,0.025882353
804.6511628,0.025882353
809.3023256,0.025882353
813.9534884,0.025882353
818.6046512,0.025882353
823.255814,0.025882353
827.9069767,0.025882353
832.5581395,0.025882353
837.2093023,0.025882353
841.8604651,0.025882353
846.5116279,0.025882353
851.1627907,0.025882353
855.8139535,0.025882353
860.4651163,0.025882353
865.1162791,0.025882353
869.7674419,0.025882353
874.4186047,0.025882353
879.0697674,0.025882353
883.7209302,0.025882353
888.372093,0.025882353
893.0232558,0.025882353
897.6744186,0.025882353
902.3255814,0.025882353
906.9767442,0.025882353
911.627907,0.025882353
916.2790698,0.025882353
920.9302326,0.025882353
925.5813953,0.025882353
930.2325581,0.025882353
934.8837209,0.025882353
939.5348837,0.025882353
944.1860465,0.025882353
948.8372093,0.025882353
953.4883721,0.025882353
958.1395349,0.025882353
962.7906977,0.025882353
967.4418605,0.025882353
972.0930233,0.025882353
976.744186,0.025882353
981.3953488,0.025882353
986.0465116,0.025882353
990.6976744,0.025882353
995.3488372,0.025882353
1000,0.025882353
1004.651163,0.025882353
1009.302326,0.025882353
1013.953488,0.025882353
1018.604651,0.025882353
1023.255814,0.025882353
1027.906977,0.025882353
1032.55814,0.025882353
1037.209302,0.025882353
1041.860465,0.025882353
1046.511628,0.025882353
1051.162791,0.025882353
1055.813953,0.025882353
1060.465116,0.025882353
1065.116279,0.025882353
1069.767442,0.025882353
1074.418605,0.025882353
1079.069767,0.025882353
1083.72093,0.025882353
1088.372093,0.025882353
1093.023256,0.025882353
1097.674419,0.025882353
1102.325581,0.025882353
1106.976744,0.025882353
1111.627907,0.025882353
1116.27907,0.025882353
1120.930233,0.025882353
1125.581395,0.025882353
1130.232558,0.025882353
1134.883721,0.025882353
1139.534884,0.025882353
1144.186047,0.025882353
1148.837209,0.025882353
1153.488372,0.025882353
1158.139535,0.025882353
1162.790698,0.025882353
1167.44186,0.025882353
1172.093023,0.025882353
1176.744186,0.025882353
1181.395349,0.025882353
1186.046512,0.025882353
1190.697674,0.025882353
1195.348837,0.025882353
1200,0.025882353
1204.651163,0.025882353
1209.302326,0.025882353
1213.953488,0.025882353
1218.604651,0.025882353
1223.255814,0.025882353
1227.906977,0.025882353
1232.55814,0.025882353
1237.209302,0.025882353
1241.860465,0.025882353
1246.511628,0.025882353
1251.162791,0.025882353
1255.813953,0.025882353
1260.465116,0.025882353
1265.116279,0.025882353
1269.767442,0.025882353
1274.418605,0.025882353
1279.069767,0.025882353
1283.72093,0.025882353
1288.372093,0.025882353
1293.023256,0.025882353
1297.674419,0.025882353
1302.325581,0.025882353
1306.976744,0.025882353
1311.627907,0.025882353
1316.27907,0.025882353
1320.930233,0.025882353
1325.581395,0.025882353
1330.232558,0.025882353
1334.883721,0.025882353
1339.534884,0.025882353
1344.186047,0.025882353
1348.837209,0.025882353
1353.488372,0.025882353
1358.139535,0.025882353
1362.790698,0.025882353
1367.44186,0.025882353
1372.093023,0.025882353
1376.744186,0.025882353
1381.395349,0.025882353
1386.046512,0.025882353
1390.697674,0.025882353
1395.348837,0.025882353
1400,0.025882353
1404.651163,0.025882353
1409.302326,0.025882353
1413.953488,0.025882353
1418.604651,0.025882353
1423.255814,0.025882353
1427.906977,0.025882353
1432.55814,0.025882353
1437.209302,0.025882353
1441.860465,0.025882353
1446.511628,0.025882353
1451.162791,0.025882353
1455.813953,0.025882353
1460.465116,0.025882353
1465.116279,0.025882353
1469.767442,0.025882353
1474.418605,0.025882353
1479.069767,0.025882353
1483.72093,0.025882353
1488.372093,0.025882353
1493.023256,0.025882353
1497.674419,0.025882353
1502.325581,0.025882353
1506.976744,0.025882353
1511.627907,0.025882353
1516.27907,0.025882353
1520.930233,0.025882353
1525.581395,0.025882353
1530.232558,0.025882353
1534.883721,0.025882353
1539.534884,0.025882353
1544.186047,0.025882353
1548.837209,0.025882353
1553.488372,0.025882353
1558.139535,0.025882353
1562.790698,0.025882353
1567.44186,0.025882353
1572.093023,0.025882353
1576.744186,0.025882353
1581.395349,0.025882353
1586.046512,0.025882353
1590.697674,0.025882353
1595.348837,0.025882353
1600,0.025882353
1604.651163,0.025882353
1609.302326,0.025882353
1613.953488,0.025882353
1618.604651,0.025882353
1623.255814,0.025882353
1627.906977,0.025882353
1632.55814,0.025882353
1637.209302,0.025882353
1641.860465,0.025882353
1646.511628,0.025882353
1651.162791,0.025882353
1655.813953,0.025882353
1660.465116,0.025882353
1665.116279,0.025882353
1669.767442,0.025882353
1674.418605,0.025882353
1679.069767,0.025882353
1683.72093,0.025882353
1688.372093,0.025882353
1693.023256,0.025882353
1697.674419,0.025882353
1702.325581,0.025882353
1706.976744,0.025882353
1711.627907,0.025882353
1716.27907,0.025882353
1720.930233,0.025882353
1725.581395,0.025882353
1730.232558,0.025882353
1734.883721,0.025882353
1739.534884,0.025882353
1744.186047,0.025882353
1748.837209,0.025882353
1753.488372,0.025882353
1762.790698,0.025882353
553.4883721,0.024705882
1762.790698,0.024705882
553.4883721,0.023529412
558.1395349,0.023529412
562.7906977,0.023529412
567.4418605,0.023529412
572.0930233,0.023529412
576.744186,0.023529412
581.3953488,0.023529412
586.0465116,0.023529412
590.6976744,0.023529412
595.3488372,0.023529412
600,0.023529412
604.6511628,0.023529412
609.3023256,0.023529412
613.9534884,0.023529412
618.6046512,0.023529412
623.255814,0.023529412
627.9069767,0.023529412
632.5581395,0.023529412
637.2093023,0.023529412
641.8604651,0.023529412
646.5116279,0.023529412
651.1627907,0.023529412
655.8139535,0.023529412
660.4651163,0.023529412
665.1162791,0.023529412
669.7674419,0.023529412
674.4186047,0.023529412
679.0697674,0.023529412
683.7209302,0.023529412
688.372093,0.023529412
693.0232558,0.023529412
697.6744186,0.023529412
702.3255814,0.023529412
706.9767442,0.023529412
711.627907,0.023529412
716.2790698,0.023529412
720.9302326,0.023529412
725.5813953,0.023529412
730.2325581,0.023529412
734.8837209,0.023529412
739.5348837,0.023529412
744.1860465,0.023529412
748.8372093,0.023529412
753.4883721,0.023529412
758.1395349,0.023529412
762.7906977,0.023529412
767.4418605,0.023529412
772.0930233,0.023529412
776.744186,0.023529412
781.3953488,0.023529412
786.0465116,0.023529412
790.6976744,0.023529412
795.3488372,0.023529412
800,0.023529412
804.6511628,0.023529412
809.3023256,0.023529412
813.9534884,0.023529412
818.6046512,0.023529412
823.255814,0.023529412
827.9069767,0.023529412
832.5581395,0.023529412
837.2093023,0.023529412
841.8604651,0.023529412
846.5116279,0.023529412
851.1627907,0.023529412
855.8139535,0.023529412
860.4651163,0.023529412
865.1162791,0.023529412
869.7674419,0.023529412
874.4186047,0.023529412
879.0697674,0.023529412
883.7209302,0.023529412
888.372093,0.023529412
893.0232558,0.023529412
897.6744186,0.023529412
902.3255814,0.023529412
906.9767442,0.023529412
911.627907,0.023529412
916.2790698,0.023529412
920.9302326,0.023529412
925.5813953,0.023529412
930.2325581,0.023529412
934.8837209,0.023529412
939.5348837,0.023529412
944.1860465,0.023529412
948.8372093,0.023529412
953.4883721,0.023529412
958.1395349,0.023529412
962.7906977,0.023529412
967.4418605,0.023529412
972.0930233,0.023529412
976.744186,0.023529412
981.3953488,0.023529412
986.0465116,0.023529412
990.6976744,0.023529412
995.3488372,0.023529412
1000,0.023529412
1004.651163,0.023529412
1009.302326,0.023529412
1013.953488,0.023529412
1018.604651,0.023529412
1023.255814,0.023529412
1027.906977,0.023529412
1032.55814,0.023529412
1037.209302,0.023529412
1041.860465,0.023529412
1046.511628,0.023529412
1051.162791,0.023529412
1055.813953,0.023529412
1060.465116,0.023529412
1065.116279,0.023529412
1069.767442,0.023529412
1074.418605,0.023529412
1079.069767,0.023529412
1083.72093,0.023529412
1088.372093,0.023529412
1093.023256,0.023529412
1097.674419,0.023529412
1102.325581,0.023529412
1106.976744,0.023529412
1111.627907,0.023529412
1116.27907,0.023529412
1120.930233,0.023529412
1125.581395,0.023529412
1130.232558,0.023529412
1134.883721,0.023529412
1139.534884,0.023529412
1144.186047,0.023529412
1148.837209,0.023529412
1153.488372,0.023529412
1158.139535,0.023529412
1162.790698,0.023529412
1167.44186,0.023529412
1172.093023,0.023529412
1176.744186,0.023529412
1181.395349,0.023529412
1186.046512,0.023529412
1190.697674,0.023529412
1195.348837,0.023529412
1200,0.023529412
1204.651163,0.023529412
1209.302326,0.023529412
1213.953488,0.023529412
1218.604651,0.023529412
1223.255814,0.023529412
1227.906977,0.023529412
1232.55814,0.023529412
1237.209302,0.023529412
1241.860465,0.023529412
1246.511628,0.023529412
1251.162791,0.023529412
1255.813953,0.023529412
1260.465116,0.023529412
1265.116279,0.023529412
1269.767442,0.023529412
1274.418605,0.023529412
1279.069767,0.023529412
1283.72093,0.023529412
1288.372093,0.023529412
1293.023256,0.023529412
1297.674419,0.023529412
1302.325581,0.023529412
1306.976744,0.023529412
1311.627907,0.023529412
1316.27907,0.023529412
1320.930233,0.023529412
1325.581395,0.023529412
1330.232558,0.023529412
1334.883721,0.023529412
1339.534884,0.023529412
1344.186047,0.023529412
1348.837209,0.023529412
1353.488372,0.023529412
1358.139535,0.023529412
1362.790698,0.023529412
1367.44186,0.023529412
1372.093023,0.023529412
1376.744186,0.023529412
1381.395349,0.023529412
1386.046512,0.023529412
1390.697674,0.023529412
1395.348837,0.023529412
1400,0.023529412
1404.651163,0.023529412
1409.302326,0.023529412
1413.953488,0.023529412
1418.604651,0.023529412
1423.255814,0.023529412
1427.906977,0.023529412
1432.55814,0.023529412
1437.209302,0.023529412
1441.860465,0.023529412
1446.511628,0.023529412
1451.162791,0.023529412
1455.813953,0.023529412
1460.465116,0.023529412
1465.116279,0.023529412
1469.767442,0.023529412
1474.418605,0.023529412
1479.069767,0.023529412
1483.72093,0.023529412
1488.372093,0.023529412
1493.023256,0.023529412
1497.674419,0.023529412
1502.325581,0.023529412
1506.976744,0.023529412
1511.627907,0.023529412
1516.27907,0.023529412
1520.930233,0.023529412
1525.581395,0.023529412
1530.232558,0.023529412
1534.883721,0.023529412
1539.534884,0.023529412
1544.186047,0.023529412
1548.837209,0.023529412
1553.488372,0.023529412
1558.139535,0.023529412
1562.790698,0.023529412
1567.44186,0.023529412
1572.093023,0.023529412
1576.744186,0.023529412
1581.395349,0.023529412
1586.046512,0.023529412
1590.697674,0.023529412
1595.348837,0.023529412
1600,0.023529412
1604.651163,0.023529412
1609.302326,0.023529412
1613.953488,0.023529412
1618.604651,0.023529412
1623.255814,0.023529412
1627.906977,0.023529412
1632.55814,0.023529412
1637.209302,0.023529412
1641.860465,0.023529412
1646.511628,0.023529412
1651.162791,0.023529412
1655.813953,0.023529412
1660.465116,0.023529412
1665.116279,0.023529412
1669.767442,0.023529412
1674.418605,0.023529412
